Row	ID	AllWeights	AllProperties
543	WS47857	1 תירס קטן (14 ס מ 16 ס"מ)=89|0.3 תירס בינוני (17 ס מ 19 ס מ)=31|1 גביע (קאט)=150|1 אוזן גדולה (19 ס מ 22 ס"מ)=120|1 התירס הגמדי (19 ס מ 22 ס"מ)=8|1 תירס (19 ס מ 22 ס"מ)=77	0396|043.4|051.5|0621|072.4|084.55|090.2|100.35|110.6|123|130.45|14220|151|175.5
544	WS61092		0330|051
545	WS56544	1 קוקי=12|1 בינוני (6 ס מ)=10|1 עוגיות בגודל ביס (6 ס מ)=2.2|1 גדול (9 ס מ- 10 ס מ)=40	03470|045.6|0520|0670.5|072.8|0841|096.4|108.5|113.55|1222|138.7|14215|15460
546	WS58464		0315
547	WS60885		0319
548	WS39811	1 כוסות	0385|040.05|062.6|080.6|128|130.45|14125|154
549	WS52346	100 גרמים	03320|0410|052|0679|0717.5|0817|090.4|100.5|111.1|1252|1362|14590|15715|17205|183.5
550	WS26671		0352
551	WS29252		03210|043.3|0520|065.05
552	WS35458		0365
553	WS29232	1 בינוני (8 ס"מ)=180|1 קטן (7 ס מ)=150|1 גדול (8 ס"מ)=225|1 קטנה במיוחד (6 ס מ)=100|1 כוס (קצוצים)=125|1 כוס (פרוסות)=110	0352|040.25|050.15|0614|072.4|0810.5|090.05|110.05|126|130.1|14105|151|174.6
554	WS41208	0.5 כוס גדול=180|1 כוס קטן=180|1 כוסות	0360.5|042.35|051.9|068.1|080.3|090.15|100.25|110.1|124|130.2|1486|15305
555	WS274211	1 עוז (14 חצאים)=28.5|1 כוסות=25|1 כוס (קלופים (50 חצאים)=100|1 כוס (קצוצים)=115|1 גביע (הקרקע)=80|1 גביע (מעטפת)=28|1 גביע (חתיכות או צ'יפס)=120	03655|0415|0565|0613.5|076.7|082.6|096.15|108.95|1147|1298|132.9|14440|152|171.3
556	WS22321	1 פרוסה=120|2 פרוסות=120|1 פיצה=945	03265|0411.5|059.7|0633.5|072.3|083.6|094.45|102.6|111.7|12190|132.5|14170|15600|1617|171.4
557	WS45776	18.3 צ'יפס=91.5|1 מנה גדולה=155	03160|042.65|055.2|0627.5|072.8|080.3|091.05|103.25|110.3|1212|130.75|14450|15390|1713.5
558	WS46163	1 בינוני (7 ס מ)=150|1 גדול (10 ס מ)=100|1 קטן (5 ס מ)=110|0.6 קטן (6 ס מ)=78|1 גדול (7 ס מ)=175|1 כוס (פרוסות)=155|1 גדולות במיוחד (8 ס"מ)=225	0344.5|040.9|050.25|069.55|071.5|088.4|100.05|110.1|126|130.25|14190|176.6
559	WS44906	1.5 בינוני (6 ס"מ 8 ס"מ)|1 גדול (8 ס"מ 11 ס"מ)=370|1 קטן (4 ס מ 6 ס מ)=170|0.5 כוס (קצוץ)=75	0386|041.7|050.1|0620|071.8|080.85|090.05|110.05|128|130.3|14330|155|177.4
560	WS72740	1 גליל=27	03275|048.6|056.3|0646|073.8|081.65|091.5|103.1|111.1|12175|133.55|14115|15525
561	WS120770	0.8 כוס קטן=140|1 כוסות=235|1 כוס גדול=355	0347|040.7|050.1|0611.5|070.3|088.3|110.05|12140|130.15|14180|152|1733.5
562	WS12846		031|040.1|122|1449|152
563	WS19623		03150|049.45|053.5|0616|085.2|090.7|100.3|110.05|12125|130.05|14150|1544.5|165.45|181.2
564	WS18976	1 כוסות|41.7 גרמים	03355|047.5|050.5|0683.5|073.3|089.5|090.1|100.05|110.2|127|1329|14170|15730|1721|183.6
565	WS29226		03110|043.8|050.15|0623
566	WS32647	0.5 כוס קטן=89|1 כוסות|1 כוס גדול=355	0361|043.15|053.25|064.8|085.05|091.85|100.8|110.2|12115|130.05|14130|1543|1610|181.3
567	WS30924		03425
568	WS36042	1 כוס קטן=180|1 כוסות|1 כוס גדול=355	0371|043.25|051|0612.5|070.5|089.95|090.6|100.3|110.05|12115|130.25|14170|1561|163|170.9|181.1
569	WS45739	1 בינוני=44|2 גדול=100|1 גדול מאוד=56|1 ג'מבו=63|1 כוסות=245|1 קטן=38	03195|0413.5|0515|060.85|080.4|094.3|106.2|113.25|1262|131.9|14150|15205|16400|182.2
570	WS28657	1 פרוסה=28|0.2 כוס (מגורר)=22.5|1 גביע (קצוץ)=130|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03405|0425|0533|061.3|080.5|0921|109.4|110.95|12720|130.7|1498|15620|16105|180.6
571	WS60865		0339.5
572	WS73308		03240
573	WS70820	1 כוסות|330 גרמים|1 כוס קטן=180|1 כוס גדול=355	0347
574	WS54241	1 בינוני (9 ס מ 10 ס מ)=105|1 גדול (11 ס מ)=130|1 בייגל מיני (6 ס מ)=26|1 קטן (8 ס"מ)=69|1 עוז=28.5	03225|0410|051.6|0650.5|072.2|085.05|090.4|100.5|110.65|1289|136.05|1475|15475|171
575	WS40485		03170
576	WS40486	1 כוס (בצורת ספירלה)=135|1 כוסות|1 כוס (פגזים קטנים)=115	03175|046.4|051.25|0634|071.9|081.25|090.25|100.15|110.35|1217.5|131.4|1467.5|151
577	WS40787	1 טריז גדול (מלון 1/8)=100|1 בינוני טריז (מלון 1/8)=69|0.2 פרוסה=60|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 טריז קטן (מלון 1/8)=55|1 גדול (בערך 16 ס מ)=815|1 בינוני (בערך 12 ס מ)=550|1 קטן (בערך 11 ס מ)=440	0374|040.85|050.2|068.15|070.9|087.85|090.05|110.1|129|130.2|14265|1516|1736.5
578	WS12857		03145|0412.5|059.5|060.7|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
579	WS41600	1 עוגת ספוג=42|1 הקאפקייקס=50	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
580	WS38054	1 בינוני (6 ס"מ 8 ס"מ)=215|1.2 קטן (4 ס מ 6 ס מ)=205|1 רבע=215|1 גדול (8 ס"מ 11 ס"מ)=370|0.5 כוס (קצוץ)=75	0393|041.95|050.1|0621.5|071.5|081.7|090.05|110.05|125|130.35|14390|155|1713
581	WS44908	1 כפות|1 כפיות|1 מקל (2 ס מ ר, 1 ס מ)=115	03715|040.85|0581|060.05|080.05|0951.5|1021|113.05|1224|1424|15715|16215|181.5
582	WS42707	3 פרוסה עגול	03240|0417|0517.5|061.55|080.65|096.2|107.4|112.2|1235.5|131.65|14225|15940|16230|181.5
583	WS43003	1 כוסות	03380|043.95|051.7|0689|072.2|0835.5|090.45|100.25|110.65|123|1326.5|1476|15470|1724|184.7
584	WS43114	100 גרמים	03355|048.7|055.1|0679.5|077.3|0827.5|091.4|101.9|111.5|1232|134.2|14195|15240|172|181.8
585	WS43464		03120|042.95|050.55|0618.5|070.9|084|090.15|100.1|110.15|1213|130.9|14190|15270|161
586	WS101078	0.8 כוסות|1 קופסא=355|12 עוז חליל=355|16 עוז פל=475|1 כוס קטן=180	0329|040.25|061.65|080.1|124|130.05|1421|154
587	WS133073	0.5 כוסות	03140|044.55|052.05|0625|071.2|080.4|090.4|100.6|110.55|1212|131.45|1438|155|1629|180.1
588	WS41378	0.5 חבילה קטנה=42.5|1 אינץ ' מעוקב=16|1 פרוסה=25|1 כפות|1 כף קצפת=10|1 עוז=28.5	03320|045.9|0533.5|064.05|083.2|0919.5|108.6|111.45|1298|130.4|14140|15320|16110|180.6
589	WS23044		03200|0425|058
590	WS70870		03100|0414.5|058.55|062.45
591	WS28707	1 ריבוע=3|5 קרקרים סיבוב=16|1 קרקר גדולים=10|1 מלבני=4|1 גביע (גודל ביס)=62	03735|046.6|0526|0661.5|072.1|087.45|095.4|106.65|1112.5|1295|133.8|14110|15750
592	WS108615	1 טורטיות=47|1 אנצ'ילדה=19|1 בינוני (15 ס מ)=30|1 10 "טורטילה (15 ס מ)=72|1 12 "טורטילה (15 ס מ)=115|1 7-8 "טורטילה (15 ס מ)=49|1 חבילה (נמס)=405|1 עוז=28.5	03220|045.7|052.85|0644.5|076.3|080.9|090.45|100.7|111.4|1281|131.25|14185|1545
593	WS31740		03100
594	WS31741		0320
595	WS31994	1 בר=43|0.1 כוסות	03470|0411|0519.5|0663|074.7|0825.5|0910.5|104|113.7|1265|133.45|14385|15190|171.05
596	WS27473	1 כוס קטן=180|1 כוסות|1 כוס גדול=355	0342|043.35|050.95|065|085.2|090.65|100.3|110.05|12125|130.05|14150|1544|165|181.2
597	WS22566		03285
598	WS94155	5 קרקרים סיבוב=16|1 ריבוע=3|1 קרקר גדולים=10|1 מלבני=4|1 גביע (גודל ביס)=62	03490|0411|0522.5|0659.5|072.3|084.55|095.3|105.75|1110|12135|134.9|14155|15975|163
599	WS24686	1 כוסות	0370|042.2|050.45|0614|070.9|084|090.15|100.1|110.15|1213|130.9|14190|15270|161
600	WS28376	1 בינוני (6 ס"מ 8 ס"מ)=215|1 קטן (4 ס מ 6 ס מ)=170|0.5 כוס (קצוץ)=75|1 גדול (8 ס"מ 11 ס"מ)=370|4 קטנים (6 ס"מ 8 ס"מ)=425	0377|042|050.1|0617.5|072.2|080.8|090.05|110.05|1212|130.8|14420|156|1719.5
601	WS33882	1 פילה=320	03140|0421|054.6|090.8|101.35|110.8|127|130.4|14365|1575|1646|1811
602	WS36727	1 כוסות|1 כוס קטן=180|1 כוס גדול=355	0383|043.15|053.4|0610.5|070.8|089.55|092.1|101|110.1|12110|130.25|14165|1560|1612|170.9|181.3
603	WS39280		03145|0412.5|059.5|060.7|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
604	WS39314		0323|041.85|050.45|064.1
605	WS32416		03290|0422.5|0523
606	WS34504	1 גליל (9 ס מ)=57|1 גליל (כיכר 7 ס מ)=60|0.7 גדול לגלגל (כיכר 7 ס מ)=58	03295|049.9|054.3|0652.5|072.3|081.75|090.6|101.15|111.7|1295|133.3|14110|15545
607	WS34520	1 פרוסה=28|0.1 גביע (קצוץ)=13|1.5 פרוסות=28|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03235|0418|0514|0611|088|098.85|104.15|110.4|12530|130.2|14330|151600|1653|180.3
608	WS34521	1 המבורגר=315	03290|0423|0520.5|098.8|109.35|110.65|1211|132.4|14305|1577|1684|180.2
609	WS25526	1 פרוסה=25|2 פרוסות=16.5|1 פרוסה בלי קרום=12|1 גביע (פירורים)=45|1 כוס (קוביות)=35|1 פרוסה גדולה (קוביות)=30|1 פרוסה דק=20|1 פרוסה דק ללא קרום (קוביות)=9|1 פרוסה דק מאוד (קוביות)=15	03260|0411.5|053.3|0650.5|074.3
610	WS108615	1 טורטיות=47|1 אנצ'ילדה=19|1 בינוני (15 ס מ)=30|1 10 "טורטילה (15 ס מ)=72|1 12 "טורטילה (15 ס מ)=115|1 7-8 "טורטילה (15 ס מ)=49|1 חבילה (נמס)=405|1 עוז=28.5	03220|045.7|052.85|0644.5|076.3|080.9|090.45|100.7|111.4|1281|131.25|14185|1545
611	WS333008	0.4 כוס (קצוצים)=73.5|1 גבעול בינונית (19 ס מ- 20 ס מ)=180|1 גבעול גדול (12 ס מ- 15 ס מ)=280|1 גבעול קטן (12 ס מ)=140	0334|042.8|050.35|066.65|072.6|081.7|090.05|110.05|1247|130.75|14315|1533|1789
612	WS36727	1 כוסות|1 כוס קטן=180|1 כוס גדול=355	0383|043.15|053.4|0610.5|070.8|089.55|092.1|101|110.1|12110|130.25|14165|1560|1612|170.9|181.3
613	WS37678	13.4 גרמים	03340|0419.5|0528.5|099.15|1012.5|113.75|1213|131.35|14295|15895|1684|170.7|180.7
614	WS34336	0.5 עוף=465|1 השד=280|1 כנף=49|1 גוש=20|1 כוס (קצוצים או חתוכה לקוביות)=140	03290|0422.5|0517.5|069.4|070.3|094.6|107.1|114.1|1221|131.35|14185|15290|1687|180.2
615	WS12846		031|040.1|122|1449|152
616	WS168199		0316|042|050.55|060.4|080.3|090.15|100.25|110.1|124|130.2|1486|15305
617	WS171937		0345|040.7|050.2|0610.5|070.2|088.4|100.05|110.05|1211|130.2|14200|151|1750
618	WS23044		03200|0425|058
619	WS108156		03115|0414|053.1|0669.5|075.7|0830|091.3|101.05|110.6|12505|1311.5|14360|15145|1792.5
620	WS22566		03285
621	WS109218	1 כפות	03885|05100|097.35|1063.5|1128
622	WS217344		0337.5|040.75|050.05|069.6
623	WS25046	100 גרמים	03310|0412|052.2|0663|073.15
624	WS23044		03200|0425|058
625	WS12857		03145|0412.5|059.5|060.7|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
626	WS70820	1 כוסות|330 גרמים|1 כוס קטן=180|1 כוס גדול=355	0347
627	WS99140	1 פרוסה=28|1 גביע (קצוץ)=130|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03255|0424.5|0516|062.75|081.15|0910|104.5|110.45|12780|130.2|1484|15620|1664|180.3
628	WS176217	0.1 פאי	03210|044.8|0511.5|0619|071|082.4|094.2|103.95|112.75|1221|130.6|14105|15405|1617|171|180.1
629	WS99140	1 פרוסה=28|1 גביע (קצוץ)=130|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03255|0424.5|0516|062.75|081.15|0910|104.5|110.45|12780|130.2|1484|15620|1664|180.3
630	WS40829	1 גדול=180|0.5 קטן=30|1 כוסות|1 כוס (פירה)=330	0390|042|050.15|0620.5|073.3|086.5|090.05|110.05|1238|130.7|14475|1536|1719.5
631	WS40477	32 בוטנים=28|1 כוסות=18	03585|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|156
632	WS42707	3 פרוסה עגול	03240|0417|0517.5|061.55|080.65|096.2|107.4|112.2|1235.5|131.65|14225|15940|16230|181.5
633	WS47035	100 גרמים	03380|0414|054.75|0670|073.2|089.6|091.15|100.65|110.8|12145|132.75|14350|15680|167|170.7
634	WS43114	100 גרמים	03355|048.7|055.1|0679.5|077.3|0827.5|091.4|101.9|111.5|1232|134.2|14195|15240|172|181.8
635	WS44906	1.5 בינוני (6 ס"מ 8 ס"מ)|1 גדול (8 ס"מ 11 ס"מ)=370|1 קטן (4 ס מ 6 ס מ)=170|0.5 כוס (קצוץ)=75	0386|041.7|050.1|0620|071.8|080.85|090.05|110.05|128|130.3|14330|155|177.4
636	WS44572	1 פרוסה=28|1 גביע (קצוץ)=130|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03180|0424.5|057|063.5|080.6|094.4|102|110.2|12685|130.45|14180|151450|1635|180.1
637	WS36134	10 ענבים=49|1 כוסות=150	0369|040.7|050.15|0618|070.9|0815.5|090.05|110.05|1210|130.35|14190|152|173.2
638	WS108615	1 טורטיות=47|1 אנצ'ילדה=19|1 בינוני (15 ס מ)=30|1 10 "טורטילה (15 ס מ)=72|1 12 "טורטילה (15 ס מ)=115|1 7-8 "טורטילה (15 ס מ)=49|1 חבילה (נמס)=405|1 עוז=28.5	03220|045.7|052.85|0644.5|076.3|080.9|090.45|100.7|111.4|1281|131.25|14185|1545
639	WS44382		03140
640	WS25071	1 כיכר (ריבוע 10 ס מ)=33|1 עגול (10 ס מ)=33	03310|047.2|059.6|0649.5|072.4|085|091.65|104.9|112.2|12305|136.9|14145|15730|1615
641	WS27473	1 כוס קטן=180|1 כוסות|1 כוס גדול=355	0342|043.35|050.95|065|085.2|090.65|100.3|110.05|12125|130.05|14150|1544|165|181.2
642	WS28707	1 ריבוע=3|5 קרקרים סיבוב=16|1 קרקר גדולים=10|1 מלבני=4|1 גביע (גודל ביס)=62	03735|046.6|0526|0661.5|072.1|087.45|095.4|106.65|1112.5|1295|133.8|14110|15750
643	WS26070	1 בינוני=180|1 גדול=230|1 קטן=150|1 כוס (פרוסות)=140|1 כוס (קוביות)=160	0357|040.35|050.15|0615|073.1|089.75|100.1|110.1|129|130.2|14115|151|174.3
644	WS29232	1 בינוני (8 ס"מ)=180|1 קטן (7 ס מ)=150|1 גדול (8 ס"מ)=225|1 קטנה במיוחד (6 ס מ)=100|1 כוס (קצוצים)=125|1 כוס (פרוסות)=110	0352|040.25|050.15|0614|072.4|0810.5|090.05|110.05|126|130.1|14105|151|174.6
645	WS29250		0326
646	WS45481		0396
647	WS106525		03320|0411.5|051.4|0665
648	WS47035	100 גרמים	03380|0414|054.75|0670|073.2|089.6|091.15|100.65|110.8|12145|132.75|14350|15680|167|170.7
649	WS274211	1 עוז (14 חצאים)=28.5|1 כוסות=25|1 כוס (קלופים (50 חצאים)=100|1 כוס (קצוצים)=115|1 גביע (הקרקע)=80|1 גביע (מעטפת)=28|1 גביע (חתיכות או צ'יפס)=120	03655|0415|0565|0613.5|076.7|082.6|096.15|108.95|1147|1298|132.9|14440|152|171.3
650	WS41386		03125
651	WS41600	1 עוגת ספוג=42|1 הקאפקייקס=50	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
652	WS61825		03425
653	WS62667	7.3 אונקיית נוזל	039|040.1|050.2|061.65|090.1|110.1|122|130.15|14115|1514|170.2
654	WS61064		0317
655	WS50004		0332|041.85|050.2|067.35
656	WS50015	0.2 כוס (קצוצים)=12|10 גבעולי=10|1 כפות	0336|042.95|050.8|066.35|073.3|080.85|090.15|100.3|110.1|12140|136.2|14555|1556|17135
657	WS42939		03125
658	WS43067	1 פנקייק=40|0.5 פנקייק (15 ס מ)=36.5|1 מיני פנקייק (15 ס מ)=10|1 עוז=28.5	03300|047.25|0513.5|0647.5|071|088.3|091.15|101.55|113.85|1278|135.65|1490|15460|1618|170.3
659	WS51007		0381.5
660	WS56544	1 קוקי=12|1 בינוני (6 ס מ)=10|1 עוגיות בגודל ביס (6 ס מ)=2.2|1 גדול (9 ס מ- 10 ס מ)=40	03470|045.6|0520|0670.5|072.8|0841|096.4|108.5|113.55|1222|138.7|14215|15460
661	WS55313		0326
662	WS36727	1 כוסות|1 כוס קטן=180|1 כוס גדול=355	0383|043.15|053.4|0610.5|070.8|089.55|092.1|101|110.1|12110|130.25|14165|1560|1612|170.9|181.3
663	WS40698	1 עגול (4 ס מ)=10|1 עוז=28.5	03485|044.5|0520|0672|071.5|0839.5|093|108.45|117.55|1227|132.2|1491|15350
664	WS51007		0381.5
665	WS41600	1 עוגת ספוג=42|1 הקאפקייקס=50	03375|043.45|0511.5|0664|071|0837.5|094.15|104.9|111.85|1224|131.35|1471|15470|1641|170.1|180.1
666	WS25046	100 גרמים	03310|0412|052.2|0663|073.15
667	WS165592		03100
668	WS61825		03425
669	WS61064		0317
670	WS32877	1 מיכל בינוני=185|1 מיכל קטן=125	0384|044.95|051.25|0614|0814|090.8|100.35|110.05|12170|130.05|14220|1566|165|170.8
671	WS35458		0365
672	WS101078	0.8 כוסות|1 קופסא=355|12 עוז חליל=355|16 עוז פל=475|1 כוס קטן=180	0329|040.25|061.65|080.1|124|130.05|1421|154
673	WS108156		03115|0414|053.1|0669.5|075.7|0830|091.3|101.05|110.6|12505|1311.5|14360|15145|1792.5
674	WS109218	1 כפות	03885|05100|097.35|1063.5|1128
675	WS44572	1 פרוסה=28|1 גביע (קצוץ)=130|1 כוס (מגורר)=115|1 גביע (נמס)=245|1 אינץ ' מעוקב=17|1 חבילה (נמס)=170	03180|0424.5|057|063.5|080.6|094.4|102|110.2|12685|130.45|14180|151450|1635|180.1
676	U19107	1 חתיכה=6g|1 חתיכה קטנה=3g	03394|040|050.2|0698|070|0862.9|090|100|110|123|130.3|145|1538|160|170|180
677	:LA071	1 גביע=158g	03104.15|042.05|050.63|0623.54|070.97
678	U07079	1 פרוסה=27g|1 פרוסה (9 ס מ מרובע)=21g|1 פרוסה דק=15g|1 גביע=140g	03104|0417.07|051.66|064.21|070.5|083.51|090.333|100.494|110.312|128|131.44|14302|15928|1643|175.7|180.1
679	U16034	1 קופסא=436g|1 כף=16g|1 גביע=256g	0381|045.22|050.36|0614.83|075.3|081.85|090.073|100.044|110.243|1229|131.25|14260|15256|160|170.8|180
680	U06170	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	0313|041.97|050.09|061.2|070|080.54|090.035|100.043|110.005|128|130.27|14185|15198|160|170|180
681	U12036	0 1/4 כוס=28g	03584|0420.78|0551.46|0620|078.6|082.62|094.455|1018.528|1123.137|1278|135.25|14645|159|160|171.4|180
682	U02047	1 כפית=6g|1 מקף=0.4g|1 כף=18g|1 גביע=292g	030|040|050|060|070|080|090|100|110|1224|130.33|148|1538758|160|170|180
683	U19034	1 שקית=28g|1 גביע=11g	03387|0412.94|054.54|0677.9|0714.5|080.87|090.57|101.1|111.9|127|133.19|14329|158|160|170|180
684	U21224	1 פרוסה=118g|1 פיצה=946g	03268|0410.36|0512.28|0629.02|072.2|083.57|094.272|104.246|111.903|12179|132.27|14152|15447|1614|171.2|180
685	U19155	1 בר=56g|1 בר (כיף גודל)=15g|1 קינג בר (כיף גודל)=113g	03491|047.53|0523.85|0661.51|072.3|0850.47|099.069|107.875|113.014|1293|130.72|14323|15239|1613|170.5|180
686	U11510	1 גדול=180g|1 גביע=200g|1 כוס (פירה)=328g|1 קטן=60g	0376|041.37|050.14|0617.72|072.5|085.74|090.031|100|110.061|1227|130.72|14230|1527|160|1712.8|180
687	U07043	1 פרוסה סגלגל=9.3g	03117|0417.94|053.4|062.59|070|080|091.101|101.289|110.089|126|132.04|14308|15883|1648|170|180.1
688	U11125	1 בינוני=61g|1 גדול (7 עד 21 ס מ)=72g|1 קטן (14 ס מ)=50g|1 פרוסה=3g|1 כוס (מגוררת)=110g|1 כוס (רצועות או פרוסות)=122g|1 רצועת בינונית (רצועות או פרוסות)=4g|1 כוס (קצוצים)=128g	0335|040.76|050.18|068.22|073|083.45|090.03|100.006|110.089|1230|130.34|14235|1558|160|173.6|180
689	U11125	1 בינוני=61g|1 גדול (7 עד 21 ס מ)=72g|1 קטן (14 ס מ)=50g|1 פרוסה=3g|1 כוס (מגוררת)=110g|1 כוס (רצועות או פרוסות)=122g|1 רצועת בינונית (רצועות או פרוסות)=4g|1 כוס (קצוצים)=128g	0335|040.76|050.18|068.22|073|083.45|090.03|100.006|110.089|1230|130.34|14235|1558|160|173.6|180
690	U19097	1 בר=37g|0.5 גביע=107g	03144|041.1|052|0630.4|071.3|0824.32|091.16|100.53|110.08|1254|130.14|1496|1546|161|172.3|180
691	U18079	1 כף=7g|1 גביע=108g	03395|0413.35|055.3|0671.98|074.5|086.2|091.203|101.023|112.06|12183|134.83|14196|15732|160|170|180
692	U11549	1 קטן יכול=170g|1 כף=16g|1 גביע=262g	0324|041.32|050.18|065.38|071.5|084.25|090.025|100.027|110.073|1213|131.02|14331|15524|160|177|180
693	U19078	1 בר=44g|1 גביע (צ'יפס)=168g	03501|0412.9|0552.31|0629.84|0716.6|080.91|0932.351|1016.105|111.555|12101|1317.4|14830|1524|160|170|180
694	U11109	0.5 גביע=35g|1 כוס (מגורר)=70g|1 עלה (מגורר)=15g|1 כוס (קצוצים)=89g|1 כרוב גדול (בערך 18 ס מ)=1248g|1 עלה גדול (בערך 18 ס מ)=33g|1 כרוב בינוני (כ 14 ס מ)=908g|1 עלה בינוני (כ 14 ס מ)=23g|1 כרוב קטן (בערך 11 ס מ)=714g	0325|041.28|050.1|065.8|072.5|083.2|090.034|100.017|110.017|1240|130.47|14170|1518|160|1736.6|180
695	U13326	1 פרוסה=81g	03191|0429.08|055.26|065.13|070|080|091.696|100.647|110.639|126|136.54|14352|1579|16396|171.9|181.2
696	U11162	1 כוס (קצוצים)=190g	0333|042.71|050.72|065.65|074|080.4|090.047|100.026|110.173|12141|131.13|14117|1515|160|1718.2|180
697	U05027		03119|0416.92|054.83|060.73|070|080|091.563|101.249|111.306|128|138.99|14230|1571|16345|1717.9|180
698	U13893	1 חתיכה=326g	03204|0430.67|059|060|070|080|093.415|103.837|110.367|127|132.53|14252|1541|1690|170|180.1
699	U14555	1 גביע=237g|1 כוס קטן=178g|1 כוס גדול=356g	030|040|050|060|070|080|090|100|110|1210|130|140|152|160|170|180
700	:SD9909795	1 פרוסה=25g|1 פרוסה בלי קרום=12g|1 גביע (פירורים)=45g|1 כוס (קוביות)=35g|1 פרוסה גדולה (קוביות)=30g|1 פרוסה דק=20g|1 פרוסה דק ללא קרום (קוביות)=9g|1 פרוסה דק מאוד (קוביות)=15g	03272|0411|051|073.5|084.5|15650|090.5
701	:SD9909795	1 פרוסה=25g|1 פרוסה בלי קרום=12g|1 גביע (פירורים)=45g|1 כוס (קוביות)=35g|1 פרוסה גדולה (קוביות)=30g|1 פרוסה דק=20g|1 פרוסה דק ללא קרום (קוביות)=9g|1 פרוסה דק מאוד (קוביות)=15g	03272|0411|051|073.5|084.5|15650|090.5
702	WS409661		03170|0427|056.8
703	WS133796		03500|0530|0650
704	WS458474		03340|0411|058|0660
705	WS403838		0380
706	WS453183		03210|0432|059|060.5
707	WS138632	1 עוף=105|1 הירך=72|1 העצם של הרגל=200	03140|0422|054.95
708	WS437598		0398|045.8|052.7|0611.5
709	WS108856		03330|0683
710	WS471830		03140|044.9|055|0619
711	WS35719		03820|0415|0565|0613.5
712	WS407977		03355|048.9|053.55|0682|073.3|089.5|090.1|100.05|110.2|127|1329|14170|15730|1721|183.6
713	WS41923		03100
714	WS76827		03125|0415.5|055|064.8
715	WS414188		03480|045|0519|0672.5
716	WS96475	270.8 גרמים|1 מנגו=335|1 כוס (חתיכות)=165	0365
717	WS439148		03455|048.7|0516.5|0668.5|073.4|0812.5|093.25|104.75|119.9|1284|134.5|14190|15780
718	WS116520		031.8
719	WS63592		03120|0411|055|0610
720	WS403998	1 כוסות	03105|044.15|055.1|0611|072.7|082.85|092|102.2|110.35|1212|131.3|14140|15290|169|173|180.2
721	WS83511		0368.5|043.4|051.65|0610
722	WS241142		03115
723	WS69746		03190
724	WS229449		03315
725	WS275027		0375|042.65|051.5|0612.5
726	WS275035		03485
727	WS507019	0.2 שקית|1 כוסות=11	031350|0419.5|0578.5|06130|0714|080.9|091.4|104.1|113.55|1211|132.3|14240|15885
728	WS107040	0.5 כפות|1 מקל (2 ס מ ר, 1 ס מ)=115	03875|040.3|0599.5|0962|1028.5|113.7|124|145|152|16255|181.8
729	WS420373		0395.5
730	WS132423		03115|048|056|067
731	WS453499		0368|044.3|053.5|064.1
732	WS423958	1 כוסות|1 קופסא=355|12 עוז חליל=355|16 עוז פל=475|1 כוס קטן=180	0337|040.05|069.55|088.95|122|130.1|142|154
733	WS54897		03155|056.95|0620
734	WS108612		03350
735	WS53369		03100
736	WS405990		03220|0430.5|059.1|061.7|070.1|092.45|103.35|112.15|1217|131.35|14255|1591|1694|180.1
737	U14292	1 גביע=237g|1 קופסא=356g|12 עוז חליל=356g|16 עוז פל=475g|1 כוס קטן=178g	03196|040.22|050.7|0649.89|070.3|0844.46|090.025|100.008|110.059|127|130.09|1472|157|160|1713.1|180
738	U04659	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03884|040|05100|060|070|080|0986.503|105.681|111.45|122|130.15|142|155|160|170|180
739	U08128	0.333 גביע=27g|1 גביע=81g	03369|049.53|054.84|0676.08|078|0825.33|090.768|101.487|111.696|12234|138.46|14284|15434|160|170|180
740	U04042	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03884|040|05100|060|070|080|0916.9|1046.2|1132|120|130.03|140|150|160|170|180
741	U04044	1 כף=13.6g|1 כפית=4.5g|1 גביע=218g	03884|040|05100|060|070|080|0915.65|1022.783|1157.74|120|130.05|140|150|160|170|180
