Row	ID	AllWeights	AllProperties
748	WS76279	1 muỗng canh=17|1 ly=280	03170|040.8|050.65|0641|070.9|0833|090.05|100.1|110.1|1233|130.65|14230|151050|170.6
749	WS126988		03565
750	WS24516	1 vú=290|1 cánh=49|1 phần thịt=100|1 đùi=290|2 miếng=32.5|0.7 thịt gà=205|1 v=290|1 c=49|1 miếng nhỏ=180|1 phần=250|0.5 con|0.8 Ức	03235|0427|0513.5|093.8|105.35|112.95|1215|131.25|14225|1582|1688
751	WS126863		0337|041.35|068
752	WS111229		03125|042|055.1|068.65
753	WS83169		03155
754	WS210793	1 trung bình (6 cm đến 8 cm)=215|2 nhỏ (4 cm đến 6 cm)=250|1 lớn (8 cm đến 11 cm)=370	03120|042.05|050.95|0623|071.5|081.7|090.05|110.05|125|130.35|14390|155|1713
755	WS249912		0399500|059000|0630500
756	WS208248		0350
757	WS305590		03580|0423.5|0549.5|0621.5|078|084.2|096.9|1024.5|1115.5|1254|132.25|14660|15680
758	WS160529		03405|0413|0528.5|0618
759	WS162645		0334
760	WS97879		0399.5|0418|052.7
761	:U09003	1 vừa (8 cm)=182g|1 lớn (8 cm)=223g|1 nhỏ (7 cm)=149g|1 rất nhỏ (6 cm)=101g|1 chén (lát)=109g	0352|040.26|050.17|0613.81|072.4|0810.39|126|130.12|14107|151|174.6|090.028|100.007|110.051
762	:U14209	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	031|040.12|050.02|122|130.01|1449|152|090.002|100.015|110.001
763	:U09040	1 vừa (18 cm đến 20 cm)=118g|1 lớn (20 cm đến 22 cm)=136g|1 nhỏ (15 cm đến 18 cm)=101g|1 lớn (22 cm hoặc dài hơn)=152g|1 rất nhỏ (nhỏ hơn 15 cm)=81g|1 chén (thái lát)=150g	0389|041.09|050.33|0622.84|072.6|0812.23|125|130.26|14358|151|178.7|090.112|100.032|110.073
764	WS402281	2 muỗng canh=27.5|1 muỗng cà phê=4.5|1 ly=220	03885|05100|0915.5|1023|1157.5|130.05
765	WS463289		03350
766	WS280516		03330|045.05
767	WS325381	16 gram|1 muỗng cà phê mở gói=3|1 gói=2.8|1 bữa muỗng cà phê=4.6|1 bữa Cúp=220|1 chén mở gói=145	03300|06100
768	WS441989		03275
769	WS383554		0348
770	WS166684	1 muỗng canh=12|0.2 ly	03340|0421.5|051.55|0662.5|0715.5|082.1|090.35|100.1|110.6|12125|135|141500|155
771	WS361392		03255
772	WS159799	10 chip=12|1 túi=170|1 ly	03520|046.6|0535.5|0651.5|074.45|080.45|093.95|1016|1115.5|1224|131.6|141650|15475|1720
773	WS438345		03160|042.4|050.3|0623
774	WS369810		03170|0419
775	WS449775		0336.5|040.8|050.8|061.7
776	WS52819		03120
777	WS449500		0382.5|042|051|0619
778	WS378463	5 gram|1 muỗng canh=13.5|1 muỗng cà phê=4.5|1 ly=220	03895
779	WS402280	1 vừa (7 cm)=150|1 lớn (7 cm)=175|1 lớn (8 cm)=225|1 nhỏ (6 cm)=130|4 quả nhỏ=225|1 chén (lát)=155	0342.5|040.9|050.25|069.55|071.5|088.4|100.05|110.1|126|130.25|14190|176.6
780	WS273922		0365
781	WS386424		0341.5|045.15
782	WS379796		0323
783	WS452244		03145
784	WS162321		0337.5
785	WS346106		03115
786	WS464187		0325|040.65|052|061.65
787	WS145543		03110
788	WS325383		0350|0412.5|06160
789	WS406067		03185
790	WS272292		0318|0426|0633.5
791	WS490916		03265
792	WS476557		03325
793	WS55064		0335.5|042.65|050.2|065.85
794	WS357536	1 chùm=28|10 nho=49|1 phục vụ=125|1 ly=150	0381.5
795	WS483103		03125|0412.5|059.65|060.75|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
796	WS473150		03145
797	WS329426		0330|041|065.55
798	WS97892		0372.5
799	WS391158		0321|040.6|063.3
800	WS110037		03325
801	WS90309		03245|0519.5
802	WS435463		0351
803	WS497552		03250
804	WS78267		03180
805	WS435911		0381|043.35|053.8|068.35
806	WS97888		03320|0440.5|053|061.7
807	WS357910		0324
808	WS109859		0355.5
809	WS381408	1 miếng=215	03240|0427.5|0513.5|095.35|105.6|110.4|128|132.8|14355|1573|1681|180.2
810	WS78257		0395
811	WS307553		03150
812	WS421797		03130|046.55|050.4
813	WS283237		03395
814	WS264133		03255|0478|0580.5
815	WS160528		03255
816	WS451515	1 ly	03360|048.2|050.85|0678|071.7|080.3|090.15|100.05|110.4|1214|137.3|14105|152
817	WS262623		03300|0420.5|059.05|061.45|080.4|094.25|106.05|113.15|1261.5|131.9|14150|15200|16400|182.2
818	WS302465		03125
819	WS502474	1 chén nhỏ=180|1 ly|3.5 lít|1 có thể=355	0327|040.25|061.65|080.1|124|130.05|1421|154
820	WS78266		03175
821	WS464228		03330
822	WS323594		0368|04705|05245|06390
823	WS505680		03155
824	WS61016		03115
825	WS237205		03205
826	WS477671		03430|045.55
827	WS44927		03100
828	WS458654		0386
829	WS495644		03565|044|0673
830	WS78265		0387|044.25|051.75
831	WS422127		03320
832	WS399395		0358|040.8|050.4|0615|071.6|0813.5|090.1|100.15|110.05|1211|130.15|14170|151|1736.5
833	WS285551		0344
834	WS78255		03125
835	WS160682		03185|0420|058.15|0655
836	WS277185		03315|042.8|0517.5|0632.5
837	WS97876		0318.5
838	WS359317		0333.5|047.85|052.1|0622
839	WS361385	3 chân xương=200|1 đùi=72|1 quay lại xương=22	03175|0424|057.8|092.1|103.05|111.6|1212|131.1|14270|1599|16130|180.1
840	WS293969		0317|042|067.9
841	WS363481	1 kẹo gôm nhỏ (1 cm)=3.2|10 kẹo gôm=36|1 kẹo gôm lớn (2 cm)=11.5|1 chén kẹo gôm (2 cm)=180|10 khủng long keo (2 cm)=63|10 keo cá (2 cm)=50|10 keo sâu (2 cm)=74|1 gia vị thanh (2 cm)=9.5|1 gia vị thả (2 cm)=24|1 kẹo gôm trung bình (2 cm)=4.2	03395|0699|070.1|0859|123|130.4|145|1544
842	WS434521		0320|041.55
843	WS97890		0382|0414|050.85
844	WS496129		03455
845	WS468550		0397|041.75|052|0655
846	WS470997		0357.5
847	WS506200		03580
848	WS331072		0337.5|042|050.1|067.6
849	WS160679		03255
850	WS443022	1 lát (6 cm x 1 cm)=40	03325|0414.5|0528.5|063.1|099.3|1012.5|113.2|129|1311|14200|15975|16180|181.2
851	WS434796		03255|0453|0515.5
852	WS462182		03215
853	WS109134		03160
854	WS122400		03300
855	WS61232		03345
856	WS251726	1 lát=25|1 lát mà không có lớp vỏ=12|1 lớn lát (hình khối)=30|1 lát mỏng=20|1 lát mỏng mà không có lớp vỏ (hình khối)=9|1 rất mỏng lát (hình khối)=15	03265|049.15|053.2|0649|072.7|085.05|090.7|100.6|111.6|12260|133.6|14115|15490
857	WS475372		03405|04100|0518.5|0655.5
858	WS498603		0313|041.3|060.8
859	WS380003		03140|0632
860	WS286081		03150
861	WS126861		0360|040.9|050.65|0612
862	WS485187		03340
863	WS509432		03135
864	WS415446		03135
865	WS398061		0318
866	WS447491	1 phục vụ=10	03360|0412.5|051.85|0680|078.8|0812.5|090.3|100.25|110.85|1239|1338|14400|15505|181.7
867	WS37832		03180
868	WS109478		03215
869	WS502028		03245
870	WS323596	1 cánh=49|1 vú=280	03290|0422.5|0517.5|069.4|070.3|094.6|107.1|114.1|1221|131.35|14185|15290|1687|180.2
871	WS479344	1 ly	03335|0412|056.75|0673|079.4|084.35|091.35|102.4|112.45|12400|1333|14640|15575|1721.5|183.4
872	WS505672	1 ổ=20|2 lát=50|1 lát mà không có lớp vỏ=12|1 lớn lát (hình khối)=30|1 lát mỏng=20|1 lát mỏng mà không có lớp vỏ (hình khối)=9|1 rất mỏng lát (hình khối)=15	03265|0413.5|054.25|0643.5|077.4|086.4|090.85|100.75|111.85|12105|132.5|14230|15380|170.1
873	WS97880		03125|0418|057
874	WS213228		03185|054.5|0626
875	WS365414		032300
876	WS149020	100 gram	03145|041.1|052|0630.5|071.3|0824.5|091.15|100.55|110.1|1254|130.15|1496|1546|161|172.3
877	WS462409		0346
878	WS518624		03160|0411|057.25|060.75|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
879	WS462697		03480
880	WS529123		03415|0416|0539
881	WS78263		0384
882	WS378496		03210|0410.5|055.85
883	WS379044		0340|041.7|052.1|061.1
884	WS405025		0394
885	WS471624		03140|0412.5|058.65|061.05|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
886	WS107965		03155|0416.5|051.65|0610.5
887	WS343058		03250|042.5|053.5|060.25
888	WS51003		0343.5
889	WS346411		03280|046.7|050.6|0663|071.25|080.7|090.15|100.15|110.15|1223.5|133.35|14135|154.15
890	WS78261		0337|041.8|052.1|062.8
891	WS314847		03450|0475|0570.5|06150
892	WS141186		03205
893	WS194569		03115
894	WS160675		03120|044.8|054.2|0615.5
895	WS410503		03145
896	WS109867		0384.5
897	WS443929		03100
898	WS170378		03295|0520|0643.5
899	WS399244		03375
900	WS475160		0312.5|041
901	WS63261		03160
902	WS476396		0322|041.3|064.3
903	WS379617		03285|066
904	WS400807		03215
905	WS436569		03200
906	WS73791		03125
907	WS97412		0383
908	WS358127	1 muỗng canh=15|1 gói|1 ly=245	03130|040.35|050.45|0635|071.1|0829|090.05|100.2|110.1|123|130.85|1425|15810|171
909	WS424742		03215
910	WS160673		03130|045.8|055.65|0614
911	WS160674		03190|046|053.2|0611.5
912	WS105443		03390
913	WS507820		0350
914	WS508860		03210
915	WS458692		0341|042.55|050.15|0613|074.4|083.1|090.05|110.05|1225|130.8|14170|1535|173.2
916	WS160519		03140|049|0510.5
917	WS349828	100 gram|18 hạt nhân=28.5|1 ly=130|1 chén (nửa và miếng)=130	03595|0427|0538|0626.5
918	WS445968		0330
919	WS473144		03265|056.35|0641
920	WS160521		03150|0414.5|0587.5|060.4
921	WS496675		0325
922	WS497802		03355
923	WS185556		03160
924	WS436296		03325|048.95|055.7|0660
925	WS187184		03275|0423|0522|061.45|0913.5|1018.5|114.55|1211|131.45|14565|151700|16110|181
926	WS55279		03155|044.55|052.05|0625|071.2|080.4|090.4|100.6|110.55|1212|131.45|1438|155|1629|180.1
927	WS504086		0390
928	WS83096		0330|043
929	WS286080		03100
930	WS167619		03145
931	WS264147		03490|0483|053150|064250
932	WS326182		03215
933	WS430991		03100
934	WS456206		0396
935	WS76619	1 phục vụ=250|1 ly	0370|042.2|050.45|0614|070.9|084|090.15|100.1|110.15|1213|130.9|14190|15270|161
936	WS343523		03165|0421|053.35|0615.5
937	WS363819		0350
938	WS388284		03315
939	WS388985		03330|0684.5
940	WS434524		03230|0415.5|0518.5
941	WS443149		0327.5
942	WS416526		03140|0420
943	WS352826		0368.5|040.2|050.9|0615
944	WS110802		0337|040.4|051.2|061.6
945	WS100971		03540|0423|056.5|06105|077.4|086.4|090.85|100.75|111.85|12105|132.5|14230|15380|170.1
946	WS356062		03255
947	WS422150		03380|0412.5|059.5|0668.5
948	WS437412		0377
949	WS467780		0340
950	WS60334		0340
951	WS426934		03200|0435|0520|0640
952	WS455193		03175
953	WS402453		031200
954	WS428302	1 lòng đỏ=17|1 ly=245	03320|0416|0526.5|063.6|080.55|099.55|1011.5|114.2|12130|132.75|14110|1548|161100|185.4
955	WS439298		03410
956	WS455285		0317|041
957	WS361391		0327.5|042
958	WS44924		0350
959	WS441048		0354.5|0419|051.1|069.2
960	WS406735		0325
961	WS147883		03250
962	WS169832		03450|0528.5|0611.5
963	WS147886		03200
964	WS169919		03360|0414.5|0512.5|0648
965	WS276694		0395|0453.5|0521|06135
966	WS363820		03330
967	WS160685		03450|0535|068.85
968	WS513470		03200
969	WS61017		03205|0426|051.05|0660|0730.5|082.05|090.15|100.2|110.5|1256|137.55|14955|156|174.4
970	WS277194		03495|043|0523|0642
971	WS365756		03340|042.55|0541|0641
972	WS396224		0320
973	WS367163		03290
974	WS398216		0318.5
975	WS435480		03335|0510|0656.5
976	WS137635		03205
977	WS435881		0316.5|041
978	WS54256		0325|042
979	WS38859		0354.5
980	WS423064		03105|057.45|068.3
981	WS466473		03325|046.75|053|0647.5
982	WS112850		03200
983	WS126858		03155
984	WS479519		032050
985	WS151093		03350
986	WS440411		03655|0432|0516|0696
987	WS471407		031.3|052.3|061.5
988	WS431468		03155|047.55|051.6|065.25
989	WS483246		03100
990	WS160676		03180
991	WS431473		0332|040.1|122|1449|152
992	WS88642		03365|0436|0512|0660.5
993	WS485188		0365.5
994	WS159913		0387.5|0616
995	WS412741		0342.5|040.1|050.05|122|1449|152
996	WS222520		036000
997	WS57556		03215
998	WS170449		0333|052.65|061.65
999	WS312559		0352|0611
1000	WS435465	1 ly=235|1 có thể=355|1 chén nhỏ=180	035|061.2|081.2|121|130.05|1416|1513|178.8
1001	WS529242		0325.5
1002	WS450492		03335
1003	WS465427		03860
1004	WS548698	0.5 lớn cải bắp (khoảng 18 cm)=625|1 lớn lá (khoảng 18 cm)=33|1 cải bắp trung bình (khoảng 14 cm)=910|1 vừa lá (khoảng 14 cm)=23|1 cải bắp nhỏ (khoảng 11 cm)=715	0325|041.3|050.1|065.8|072.5|083.2|090.05|1240|130.45|14170|1518|1736.5
1005	WS164897		0342
1006	WS451979		0380
1007	WS54617		03355|0533|0615
1008	WS145542		03100
1009	WS294073		03145|0412.5|059.65|060.75|080.35|093.15|103.65|111.9|1256|131.75|14140|15140|16370|182
1010	WS457511		03100|042|056|0612
1011	WS211851		0336
1012	WS458605		0325
1013	WS473057		03110|053.6|065.1
1014	WS473098		03165|0511|061.5
1015	WS109866		03400
1016	WS473100		03230|0517|063.9
1017	WS473141		03240|0510|0616.5
1018	WS109880		03200
1019	WS419603		03135|041|050.2|0633
1020	WS354987		0360|043|053.2|064.7
1021	WS474567		0360|041
1022	WS529231		0325|041
1023	WS529246		0314
1024	:SD1001011	1 ly=150g	0369.2|040.2|060.3|080.29|128|130.9|14115|155
1025	U14555	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	030|040|050|060|070|080|090|100|110|1210|130|140|152|160|170|180
1026	:U05064	1 vú=162g	03165|0431.02|053.57|1215|131.04|14256|1574|180.1|091.01|101.24|110.77|1685
1027	U14411	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	030|040|050|060|070|080|090|100|110|123|130|140|154|160|170|180
1028	U16034	1 có thể=436g|1 muỗng canh=16g|1 chén=256g	0381|045.22|050.36|0614.83|075.3|081.85|090.073|100.044|110.243|1229|131.25|14260|15256|160|170.8|180
1029	U14201	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	030|040.1|050|060|070|080|090.002|100|110.002|122|130.05|1454|152|160|170|180
1030	U18033	1 vừa lát=20g|1 lớn lát (11 cm x 8 cm x 2 cm)=30g|1 nhỏ lát (8 cm x 6 cm x 1 cm)=10g	03271|048.8|053.5|0650|072.7|080.83|090.855|100.812|111.39|1278|132.94|14110|15613|160|170|180
1031	U18060	1 lát=25g|1 lát mà không có lớp vỏ=12g|1 lớn lát (hình khối)=30g|1 lát mỏng=20g|1 lát mỏng mà không có lớp vỏ (hình khối)=9g|1 rất mỏng lát (hình khối)=15g	03259|048.5|053.3|0648.3|075.8|083.85|090.626|101.311|110.799|1273|132.83|14166|15603|160|170.4|180
1032	U18005	1 vừa (9 cm đến 10 cm)=105g|1 lớn (11 cm)=131g|1 bánh mì tròn nhỏ (6 cm)=26g|1 nhỏ (8 cm)=69g	03274|049.8|051.7|0655.2|072.3|085.98|090.274|100.175|110.671|1219|133.8|14148|15344|160|170.7|180
1033	U19334	1 muỗng cà phê mở gói=3g|1 gói=2.8g|1 bữa muỗng cà phê=4.6g|1 bữa Cúp=220g|1 chén mở gói=145g	03380|040.12|050|0698.09|070|0897.02|090|100|110|1283|130.71|14133|1528|160|170|180
1034	U18353	1 cuộn (9 cm)=57g|1 cuộn (7 cm vuông)=60g|1 lớn cuộn (7 cm vuông)=83g	03293|049.9|054.3|0652.7|072.3|081.77|090.606|101.133|111.719|1295|133.28|14108|15544|160|170|180
1035	U18255	1 vừa (8 cm)=54g|1 lớn (10 cm)=71g|1 lớn (12 cm)=122g|1 bánh thanh (15 cm)=52g|1 dài bánh (11 cm)=52g	03421|046.14|0522.7|0647.93|072.1|0822.75|099.453|107.248|113.588|12101|132.38|14102|15316|1630|171.2|180.1
1036	U19140	10 miếng=20g|1 đĩa đơn túi=54g|1 chén=170g	03515|049.57|0526.13|0660.48|073.7|0850.75|0910.169|108.086|113.456|12102|131.16|14347|1550|168|170|180
1037	U19141	10 miếng=20g|1 đĩa đơn túi=54g|1 chén=170g	03492|044.33|0521.13|0671.19|072.8|0863.68|0913.08|105.183|110.921|12105|131.11|14261|1561|1614|170.5|180
1038	U43382	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	0346|040.39|050.13|0612.2|070.1|0812.1|090.01|100.023|110.07|128|130.25|1477|152|160|179.3|180
1039	U20100	1 chén=140g|1 chén (xoắn ốc hình)=134g|1 chén (nhỏ vỏ)=115g	03158|045.8|050.93|0630.86|071.8|080.56|090.176|100.131|110.319|127|131.28|1444|151|160|170|180
1040	U14119	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	0329|040.04|050.01|067.47|070|082.1|090|100|110|123|130.04|1419|1521|160|1732.5|180
1041	U14145	1 chén=237g|1 có thể=356g|1 chén nhỏ=178g	0340|040.05|050.02|0610.14|070|088.98|090|100|110|122|130.11|141|159|160|170|180
1042	U14352	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	031|040|050|060.3|070|080|090.002|100.001|110.004|120|130.02|1437|153|160|170|180
1043	U14264	1 chén=237g|1 có thể=356g|1 chén nhỏ=178g	0348|040|050|0611.97|070|0811.29|090|100|110|128|130.09|1425|1510|160|170.4|180
1044	U14267	1 chén=237g|1 có thể=356g|1 chén nhỏ=178g	0347|040|050|0611.97|070.2|0811.29|090|100.002|110.003|128|130.09|1431|1538|160|1729.6|180
1045	U15152	4 lớn=28g|1 trung=6g|1 nhỏ=5g	03100|0420.42|051.36|060|070|080|090.188|100.108|110.684|12145|132.13|1480|15777|16252|174.1|180
1046	U15157	1 trung=14.5g|1 lớn=20g|1 nhỏ=9g|1 chén (với chất lỏng và trai)=227g	0386|0414.67|050.96|063.57|070|080|090.187|100.12|110.192|1239|131.62|1446|15601|1630|170|180
1047	U15160	1 trung=14.5g|1 lớn=20g|1 nhỏ=9g|1 chén (với chất lỏng và trai)=227g	03142|0424.25|051.59|065.9|070|080|090.309|100.198|110.318|1265|132.68|14628|15112|1650|170|180.1
1048	U15121	1 có thể=165g|1 có thể lớn (để ráo nước)=354g|1 chén (rắn hoặc khối)=154g	0386|0419.44|050.96|060|070|080|090.211|100.107|110.277|1217|131.63|14179|15247|1636|170|181.2
1049	U14627	1 chén=237g|1 có thể=356g|1 chén nhỏ=178g	0342|040|050|0611.25|070|0811.25|090|100|110|123|130.01|143|1575|160|170|180
1050	U11644	1 trung=196g|1 lát=9.9g|1 nhỏ=118g|1 lớn=323g|1 chén (thái lát)=113g	0337|040.89|050.35|068.85|072.8|083.3|090.072|100.026|110.147|1222|130.44|14241|151|160|179.6|180
1051	U11645	1 lớn=180g|1 chén=200g|1 nhỏ=60g	0389|040.98|050.2|0620.93|072.5|0815.4|090.041|100.008|110.084|1215|130.8|14185|1544|160|1710.5|180
1052	U11655	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	0340|040.95|050.15|069.28|070.8|083.91|090.027|100.007|110.071|1224|130.46|14292|1566|160|178.5|180
1053	U11674	1 trung bình (6 cm đến 8 cm)=213g|1 lớn (8 cm đến 11 cm)=369g|1 nhỏ (4 cm đến 6 cm)=170g	0393|042.5|050.13|0621.15|072.2|081.18|090.035|100.003|110.058|1215|131.08|14535|1510|160|179.6|180
1054	U11179	1 vừa ngô (17 cm đến 19 cm)=103g|1 nhỏ ngô (14 cm đến 16 cm)=89g|1 lớn tai (19 cm đến 22 cm)=118g|1 ngô (19 cm đến 22 cm)=8g|1 ngô (19 cm đến 22 cm)=77g	0381|042.55|050.67|0619.3|072.4|083.07|090.103|100.197|110.318|123|130.47|14233|151|160|173.5|180
1055	U11508	1 lớn=180g|1 chén=200g|1 nhỏ=60g	0390|042.01|050.15|0620.71|073.3|086.48|090.034|100.001|110.064|1238|130.69|14475|1536|160|1719.6|180
1056	U11578	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	0319|040.63|050.09|064.55|070.8|083.3|090.013|100.014|110.038|1211|130.42|14193|15198|160|1727.7|180
1057	U12061	0 1/4 chén=37g|1 chén=143g|23 hạt nhân=28.35g|1 chén (thái lát)=92g	03575|0421.22|0549.42|0621.67|0712.2|083.89|093.731|1030.889|1112.07|12264|133.72|14705|151|160|170|180
1058	U12063	0 1/4 chén=37g|23 hạt=28.35g|1 chén (thái lát)=92g	03595|0421.06|0552.05|0621.2|0710.9|084.93|094.03|1032.383|1112.995|12267|133.83|14712|153|160|170|180
1059	U12563	0 1/4 chén=37g|23 hạt=28.35g|1 chén (thái lát)=92g	03595|0421.06|0552.05|0621.2|0710.9|084.93|094.03|1032.383|1112.995|12267|133.83|14712|15656|160|170|180
1060	U11403	1 phục vụ trung bình=117g|1 lớn phục vụ=154g|1 phục vụ nhỏ=71g|10 khoai tây chiên=50g	03164|042.66|055.22|0627.74|072.8|080.28|091.029|103.237|110.321|1212|130.74|14451|15388|160|1713.3|180
1061	U11457	1 chén=30g|1 bó=340g|1 gói (tan chảy)=283g	0323|042.86|050.39|063.63|072.2|080.42|090.063|100.01|110.165|1299|132.71|14558|1579|160|1728.1|180
1062	U11365	1 trung bình (6 cm đến 8 cm)=213g|1 lớn (8 cm đến 11 cm)=369g|1 nhỏ (4 cm đến 6 cm)=170g	0387|041.87|050.1|0620.13|071.8|080.87|090.026|100.002|110.043|125|130.31|14379|154|160|1713|180
1063	U11367	1 trung bình (6 cm đến 8 cm)=213g|1 lớn (8 cm đến 11 cm)=369g|1 nhỏ (4 cm đến 6 cm)=170g	0386|041.71|050.1|0620.01|071.8|080.85|090.026|100.002|110.043|128|130.31|14328|155|160|177.4|180
1064	U11530	1 trung bình (6 cm)=123g|1 chén=240g|1 lát (1 cm)=20g|1 lớn (8 cm)=182g|1 hình nêm (1/4 của cà chua vừa)=31g|1 lát dày/lớn (1 cm)=27g|1 nhỏ cà chua (6 cm)=91g	0318|040.95|050.11|064.01|070.7|082.49|090.015|100.016|110.044|1211|130.68|14218|1511|160|1722.8|180
1065	U11531	1 có thể=190g|1 chén=240g|1 muỗng canh=15g|1 lớn=164g|1 trung=111g|1 nhỏ=82g	0317|040.78|050.13|064|071|082.38|090.018|100.021|110.052|1231|130.97|14188|15143|160|179.3|180
1066	U11533	1 trung bình (6 cm)=123g|1 chén=240g|1 lát (1 cm)=20g|1 lớn (8 cm)=182g|1 hình nêm (1/4 của cà chua vừa)=31g|1 lát dày/lớn (1 cm)=27g|1 nhỏ cà chua (6 cm)=91g	0326|040.91|050.19|066.19|071|083.52|090.026|100.029|110.077|1234|131.33|14207|15221|160|177.9|180
1067	U11549	1 nhỏ có thể=170g|1 muỗng canh=16g|1 chén=262g	0324|041.32|050.18|065.38|071.5|084.25|090.025|100.027|110.073|1213|131.02|14331|15524|160|177|180
1068	U11125	1 trung=61g|1 lớn (7-21 cm)=72g|1 nhỏ (14 cm)=50g|1 lát=3g|1 chén (dải hoặc lát)=122g|1 vừa dải (dải hoặc lát)=4g|1 dải đất lớn (8 cm)=7g	0335|040.76|050.18|068.22|073|083.45|090.03|100.006|110.089|1230|130.34|14235|1558|160|173.6|180
1069	U11131	1 trung=61g|1 lớn (7-21 cm)=72g|1 nhỏ (14 cm)=50g|1 lát=3g|1 chén (dải hoặc lát)=122g|1 vừa dải (dải hoặc lát)=4g|1 dải đất lớn (8 cm)=7g	0337|040.58|050.68|067.73|073.3|084.08|090.12|100.031|110.334|1235|130.53|14192|1559|160|172.3|180
1070	U11143	1 vừa cuống (19 cm - 20 cm)=40g|1 lớn cuống (12 cm - 15 cm)=64g|1 phục vụ=110g|1 muỗng canh=7.5g|1 nhỏ cuống (12 cm)=17g|1 dải (10 cm)=4g	0316|040.69|050.17|062.97|071.6|081.83|090.042|100.032|110.079|1240|130.2|14260|1580|160|173.1|180
1071	U11252	1 phục vụ=89g|1 chén (miếng 1 cm, xắt nhỏ, lỏng lẻo đóng gói)=57g|1 vừa lá (khoảng 14 cm)=8g|1 rau diếp trung bình (15 cm)=539g|1 lớn rau diếp (15 cm)=755g|1 lớn lá (khoảng 18 cm)=15g	0314|040.9|050.14|062.97|071.2|081.97|090.018|100.006|110.074|1218|130.41|14141|1510|160|172.8|180
1072	U11261	1 nấm=12g|1 ly (phần)=156g|1 muỗng canh=9.8g	0328|042.17|050.47|065.29|072.2|082.34|090.061|100.008|110.183|126|131.74|14356|152|160|174|180.2
1073	U11283	1 trung bình (6 cm)=110g|1 lớn=150g|1 chén (thái lát)=115g|1 muỗng canh (xắt nhỏ)=10g|1 lớn lát (1 cm)=38g|1 vừa lát=14g|1 nhỏ=70g|1 lát mỏng=9g|10 vòng=60g	0344|041.36|050.19|0610.15|071.4|084.73|090.031|100.027|110.073|1222|130.24|14166|153|160|175.2|180
1074	U11291	1 vừa (10 cm)=15g|1 muỗng canh (xắt nhỏ)=6g|1 lớn=25g|1 nhỏ (8 cm)=5g	0332|041.83|050.19|067.34|072.6|082.33|090.032|100.027|110.074|1272|131.48|14276|1516|160|1718.8|180
1075	U11056	1 có thể (303 x 406)=262g|10 đậu=62g|1 chén (chất rắn)=153g	0325|041.26|050.37|064.25|072.5|081.31|090.085|100.015|110.196|1238|130.88|14106|15246|160|172.7|180
1076	U11090	1 vừa cuống (19 cm - 20 cm)=180g|1 giáo (khoảng 12 cm)=37g|1 lớn cuống (12 cm - 15 cm)=280g|1 nhỏ cuống (12 cm)=140g	0334|042.82|050.37|066.64|072.6|081.7|090.039|100.011|110.038|1247|130.73|14316|1533|160|1789.2|180
1077	U11093	1 vừa cuống (19 cm - 20 cm)=180g|1 giáo (khoảng 12 cm)=37g|1 lớn cuống (12 cm - 15 cm)=280g|1 nhỏ cuống (12 cm)=140g	0328|043.1|050.12|065.35|073|081.47|090.018|100.008|110.055|1233|130.61|14142|1511|160|1740.1|180
1078	U11095	1 vừa cuống (19 cm - 20 cm)=180g|1 giáo (khoảng 12 cm)=37g|1 lớn cuống (12 cm - 15 cm)=280g|1 nhỏ cuống (12 cm)=140g	0328|043.1|050.11|065.36|073|081.47|090.018|100.008|110.055|1251|130.61|14180|1524|160|1740.1|180
1079	U09320	1 vừa (3 cm)=12g|1 chén (thái lát)=166g|1 chén (xay nhuyễn)=232g|1 chén=144g|1 lớn hơn (4 cm)=27g|1 lớn (3 cm)=18g|1 lít (3 cm)=357g|1 nhỏ (2 cm)=7g|1 phục vụ=147g	0396|040.53|050.13|0625.92|071.9|0824.01|090.007|100.018|110.064|1211|130.59|1498|153|160|1741.4|180
1080	U09444	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	0352|040.17|050.12|0612.96|070.2|089.95|090.021|100.005|110.04|1272|130.14|1489|155|160|1750.7|180
1081	U09209	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	0349|040.68|050.12|0611.54|070.3|088.31|090.014|100.022|110.03|1211|130.13|14178|152|160|1733.6|180
1082	U09211	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	0347|040.68|050.12|0611.27|070.3|088.31|090.014|100.022|110.03|12140|130.13|14178|152|160|1733.6|180
1083	U09214	1 chén=237g|1 chén nhỏ=178g|1 chén lớn=356g	03159|042.39|050.21|0638.17|070.8|0837.37|090.024|100.038|110.041|1232|130.35|14674|153|160|17137.9|180
